118,126,-2147445355,-2147445291,100,407
129,137,-2147445291,-2147445227,100,408
43,52,-2147445227,-2147445164,101,409
55,64,-2147445164,-2147445101,101,410
116,122,-2147445101,-2147445047,101,411
126,132,-2147445047,-2147444993,101,412
135,145,-2147444993,-2147444939,101,413
155,174,-2147444939,-2147444871,101,414
177,196,-2147444871,-2147444803,101,415
199,218,-2147444803,-2147444735,101,416
221,244,-2147444735,-2147444659,101,417
247,266,-2147444659,-2147444591,101,418
33,58,-2147444591,-2147444314,102,419
61,73,-2147444314,-2147444227,102,420
76,102,-2147444227,-2147443944,102,421
105,116,-2147443944,-2147443841,102,422
59,76,-2147443841,-2147443753,103,423
79,97,-2147443753,-2147443665,103,424
100,121,-2147443665,-2147443577,103,425
124,139,-2147443577,-2147443503,103,426
142,160,-2147443503,-2147443429,103,427
48,66,-2147443429,-2147443310,104,428
31,39,-2147443310,-2147443234,105,429
42,52,-2147443234,-2147443147,105,430
153,164,-2147443147,-2147443085,106,431
184,196,-2147443085,-2147443008,106,432
35,44,-2147443008,-2147442944,107,433
47,66,-2147442944,-2147442829,107,434
69,83,-2147442829,-2147442745,107,435
29,40,-2147442745,-2147442679,108,436
43,54,-2147442679,-2147442613,108,437
57,70,-2147442613,-2147442555,108,438
73,81,-2147442555,-2147442492,109,439
84,114,-2147442492,-2147442389,109,440
117,127,-2147442389,-2147442275,109,441
130,150,-2147442275,-2147442132,109,442
153,172,-2147442132,-2147442051,109,443
175,203,-2147442051,-2147441955,109,444
206,227,-2147441955,-2147441776,109,445
230,256,-2147441776,-2147441613,109,446
259,287,-2147441613,-2147441436,109,447
290,300,-2147441436,-2147441325,109,448
303,313,-2147441325,-2147441246,109,449
316,332,-2147441246,-2147441109,109,450
335,345,-2147441109,-2147441011,109,451
353,376,-2147441011,-2147440887,109,452
388,408,-2147440887,-2147440783,109,453
411,423,-2147440783,-2147440631,109,454
426,439,-2147440631,-2147440519,109,455
442,465,-2147440519,-2147440338,109,456
468,492,-2147440338,-2147440156,109,457
517,543,-2147440156,-2147440044,109,458
546,556,-2147440044,-2147439944,109,459
559,577,-2147439944,-2147439846,109,460
580,601,-2147439846,-2147439740,109,461
604,632,-2147439740,-2147439610,109,462
635,656,-2147439610,-2147439508,109,463
659,683,-2147439508,-2147439400,109,464
686,710,-2147439400,-2147439290,109,465
713,734,-2147439290,-2147439170,109,466
737,757,-2147439170,-2147439050,109,467
760,780,-2147439050,-2147438930,109,468
783,803,-2147438930,-2147438810,109,469
806,826,-2147438810,-2147438690,109,470
849,861,-2147438690,-2147438600,109,471
864,876,-2147438600,-2147438510,109,472
879,893,-2147438510,-2147438427,109,473
896,909,-2147438427,-2147438353,109,474
912,928,-2147438353,-2147438244,109,475
931,957,-2147438244,-2147438061,109,476
961,969,-2147438061,-2147437988,109,477
1001,1011,-2147437988,-2147437874,109,478
1040,1047,-2147437874,-2147437818,109,479
1078,1085,-2147437818,-2147437762,109,480
1105,1113,-2147437762,-2147437705,109,481
1134,1148,-2147437705,-2147437594,109,482
1154,1166,-2147437594,-2147437475,109,483
1196,1205,-2147437475,-2147437375,109,484
1208,1219,-2147437375,-2147437294,109,485
1222,1238,-2147437294,-2147437175,109,486
1241,1258,-2147437175,-2147437030,109,487
1284,1292,-2147437030,-2147436978,109,488
39,53,-2147436978,-2147436874,110,489
56,83,-2147436874,-2147436689,110,490
143,154,-2147436689,-2147436606,111,491
